order_placement,customer_name,time_of_order,location,product_id,quantity,payment_method
2025-04-20 12:01:19.679955,John Kim,04:32:38,"South Darrellview, California, Dominican Republic - 98195",GROC-BEV-0001,3,Credit Card
2025-04-29 07:21:43.158314,Jessica Li,17:53:10,"West Christopher, Vermont, Vietnam - 06239",AUTO-FIL-0004,1,Paypal
2025-04-07 07:23:27.394950,Michael Parker,07:17:56,"Ashleychester, Colorado, Azerbaijan - 40538",ELEC-LAP-0002,3,Credit Card
2025-04-04 10:25:50.960852,Daniel Simmons,16:18:43,"Youngbury, Rhode Island, Saint Helena - 29020",ELEC-LAP-0010,2,Debit Card
2025-04-06 07:23:52.535909,Jason Lee,09:49:40,"West Dawnmouth, Nebraska, Taiwan - 32653",FURN-BED-0006,1,Credit Card
2025-04-15 23:15:48.072840,Barbara Snyder,00:07:46,"Wardstad, Arkansas, Denmark - 80110",GROC-FRT-0005,5,Credit Card
2025-05-02 23:37:13.215298,Mark Macias,20:48:33,"Mullinsmouth, Oregon, Afghanistan - 00717",AUTO-FIL-0001,5,Debit Card
2025-04-30 17:45:43.756237,Roberta Hall,02:04:27,"Lindaborough, Nevada, Niue - 50942",FURN-DSK-0002,1,Paypal
2025-04-04 23:24:50.979021,Vanessa Combs,22:40:52,"Cantrelltown, Hawaii, Turkey - 37778",ELEC-CAM-0003,3,Debit Card
2025-04-10 06:53:08.744347,Nicholas Wu,14:31:01,"Whitakerchester, Oregon, Papua New Guinea - 83926",FURN-DSK-0002,2,Debit Card
2025-04-30 06:10:44.507379,Kathy Gibson,00:05:03,"South Sharonbury, Hawaii, Morocco - 95125",APPR-SHT-0005,2,Paypal
2025-04-06 21:22:34.993048,Alicia Gray,22:36:05,"Matthewfort, Texas, Palestinian Territory - 61346",ELEC-SM-0003,3,Debit Card
2025-04-23 14:15:39.984061,Kyle Brewer,10:29:48,"Calvinmouth, Connecticut, French Southern Territories - 31997",AUTO-FIL-0005,4,Debit Card
2025-04-06 10:24:30.952901,Joseph Jordan,20:02:22,"Christopherbury, New York, Antigua and Barbuda - 97393",ELEC-SM-0001,1,Credit Card
2025-04-24 22:37:42.310668,Stephanie Rodriguez,05:56:14,"Osbornestad, Georgia, Tanzania - 19479",APPR-SHT-0003,2,Debit Card
2025-04-12 06:48:52.421265,Chris Arnold,22:06:34,"Jamesfurt, Louisiana, Switzerland - 37081",AUTO-FIL-0002,3,Debit Card
2025-04-03 20:18:46.720552,Mr. Timothy Bennett DDS,15:14:59,"Lake Michael, California, Denmark - 38621",APPR-SHT-0006,4,Debit Card
2025-04-20 23:57:16.114495,Jennifer Daniels,17:17:39,"Cynthiaborough, Iowa, San Marino - 07043",ELEC-SM-0004,1,Credit Card
2025-04-08 15:20:54.994544,William Castro,05:56:18,"Adammouth, Michigan, Algeria - 76422",GROC-BEV-0001,5,Paypal
2025-04-20 21:40:01.576809,James Moreno,01:36:45,"Lake Beverly, New York, Central African Republic - 46801",GROC-SNK-0001,2,Credit Card
2025-04-04 12:18:05.633851,Allison Watkins,10:44:48,"Elizabethstad, Minnesota, Cocos (Keeling) Islands - 61182",APPR-SHT-0005,5,Debit Card
2025-04-10 06:25:49.645786,Monica Griffith,09:19:46,"Kimmouth, Texas, Canada - 82321",AUTO-TIR-0001,5,Credit Card
2025-05-02 11:09:27.466028,Angela Hansen,22:17:53,"Lake Alexisville, Wyoming, Western Sahara - 40054",AUTO-FIL-0008,3,Credit Card
2025-04-20 16:10:03.656322,Gina Shepherd,19:03:16,"Jasonton, North Dakota, Bulgaria - 01613",AUTO-OIL-0001,5,Credit Card
2025-04-21 02:33:31.811596,Rickey Romero,16:15:08,"New Diane, Utah, New Caledonia - 39485",FURN-CHR-0001,2,Credit Card
2025-04-23 17:33:07.643664,Mr. William Roth,16:50:41,"Merrittmouth, Delaware, Algeria - 55321",APPR-JKT-0002,2,Credit Card
2025-04-23 16:47:34.579840,Francisco Ramirez,15:20:07,"Stevensside, Maine, Rwanda - 69473",GROC-VEG-0007,5,Credit Card
2025-04-15 09:16:30.301774,Timothy Morris,08:57:04,"West Jennifershire, Arizona, Comoros - 02289",ELEC-LAP-0001,2,Paypal
2025-04-30 05:49:27.467332,David Price,06:01:26,"West Brandonburgh, West Virginia, Mauritius - 11245",APPR-JNS-0001,5,Debit Card
2025-04-09 06:05:15.881737,Robert Moore,05:44:10,"New Kennethshire, Iowa, Mali - 69938",GROC-VEG-0007,3,Credit Card
2025-04-28 12:31:52.427294,Ashley Martinez,02:15:00,"East John, Oklahoma, Hungary - 10570",FURN-BED-0002,1,Paypal
2025-04-22 11:51:33.128167,Rhonda Bird,01:18:23,"Wadeside, Utah, Syrian Arab Republic - 25370",FURN-CAB-0002,3,Paypal
2025-04-18 15:15:28.487550,Amy Carroll,08:29:54,"Mccannfurt, Rhode Island, Montenegro - 47584",GROC-SNK-0001,2,Debit Card
2025-04-16 04:37:36.344781,Theresa Johnson,21:05:29,"South Tamarahaven, Utah, Palestinian Territory - 13773",APPR-JNS-0003,1,Debit Card
2025-04-13 09:44:16.899792,Rachel Eaton,04:23:03,"Alanberg, North Carolina, Azerbaijan - 73804",ELEC-SM-0001,5,Paypal
2025-04-26 09:44:58.116706,Joshua Roberts,21:38:09,"North Philipbury, Nevada, Seychelles - 67596",AUTO-OIL-0003,3,Debit Card
2025-05-02 04:17:34.680508,Isaiah Booth,18:34:35,"Whiteside, Missouri, Saint Lucia - 17590",APPR-SHT-0002,2,Credit Card
2025-04-23 20:31:50.662781,Daniel Ali,20:42:39,"South Bradleymouth, Missouri, Burundi - 41644",ELEC-LAP-0002,4,Paypal
2025-04-14 09:52:25.636178,Rachel Williams,15:26:10,"South Ianstad, Arkansas, Japan - 75985",ELEC-SM-0008,3,Credit Card
2025-04-19 17:09:23.852350,Kevin Hoffman,21:11:08,"South Jasminemouth, Wyoming, Chile - 95311",AUTO-OIL-0006,1,Paypal
2025-04-04 01:38:00.477698,Lisa Quinn,21:03:32,"East Heather, Arkansas, Cote d'Ivoire - 71109",APPR-JKT-0001,5,Debit Card
2025-04-23 02:13:10.477104,Monica Trevino,00:27:03,"North Stephenfurt, New Mexico, Jersey - 33871",AUTO-FIL-0005,2,Debit Card
2025-04-16 01:14:55.153771,Danny Wall,15:05:04,"New Samantha, Montana, Iran - 48997",AUTO-BAT-0004,1,Paypal
2025-04-25 13:52:34.572973,Nicole Goodman,12:31:13,"Marcusstad, Arkansas, Finland - 61388",ELEC-CAM-0001,2,Credit Card
2025-04-14 18:39:12.186816,Mark Hughes,22:21:06,"Clarktown, New Hampshire, Guernsey - 40090",GROC-BEV-0002,2,Debit Card
2025-05-01 09:12:40.081225,William Davidson,21:38:05,"Georgeberg, New Mexico, Cambodia - 17260",AUTO-OIL-0004,2,Credit Card
2025-04-30 02:48:49.433977,Peter Smith,10:37:37,"Phillipsshire, Idaho, Guinea-Bissau - 74537",ELEC-TAB-0001,4,Credit Card
2025-04-17 21:58:27.840491,Andrew Mcpherson,23:52:07,"Justinton, Utah, Solomon Islands - 78790",GROC-BEV-0002,4,Paypal
2025-04-28 01:18:07.158790,Amy Romero,12:15:57,"South Tanya, Arizona, Saint Barthelemy - 50774",AUTO-BAT-0002,3,Debit Card
2025-05-01 03:20:54.318182,Thomas Christensen,05:46:52,"North Karen, South Dakota, Saudi Arabia - 41993",GROC-BEV-0010,1,Paypal
2025-04-26 13:30:39.443064,Anthony Middleton,09:51:42,"Bellbury, New York, Zambia - 72497",ELEC-TAB-0005,2,Paypal
2025-04-12 03:22:56.686663,Jeremiah Bridges,12:31:58,"Brownchester, Indiana, Montenegro - 88444",GROC-BEV-0010,5,Paypal
2025-04-08 00:28:59.846645,Mary Cooper,17:45:23,"Christopherborough, Georgia, Somalia - 66722",ELEC-SM-0002,4,Debit Card
2025-04-29 03:44:38.414914,Geoffrey Nelson,19:45:39,"Christopherchester, Delaware, Spain - 07052",FURN-DSK-0001,5,Credit Card
2025-04-20 04:13:47.868375,Melissa Baker,04:51:25,"Sharontown, Utah, Myanmar - 50355",AUTO-BAT-0002,1,Debit Card
2025-04-11 12:05:39.982216,Bradley Estrada,17:17:49,"Lake Catherineview, Wyoming, Nicaragua - 33508",AUTO-TIR-0004,1,Credit Card
2025-04-20 23:20:49.462337,Mark Clay,06:50:58,"Medinaburgh, West Virginia, Korea - 88620",AUTO-FIL-0002,3,Paypal
2025-04-27 17:03:00.301389,Scott Alexander,04:41:43,"West Ericberg, North Carolina, Haiti - 62250",AUTO-FIL-0005,5,Credit Card
2025-04-30 02:03:20.378368,Harold House,09:53:09,"North Davidchester, West Virginia, Bermuda - 45707",ELEC-SM-0006,4,Debit Card
2025-04-30 15:24:11.730183,Kimberly Nash,06:48:23,"South Charles, Mississippi, Belize - 40066",FURN-BED-0006,1,Debit Card
2025-04-18 22:06:28.942679,Paul Miller,11:18:13,"Port Ericshire, Washington, Papua New Guinea - 22201",ELEC-TAB-0001,2,Paypal
2025-04-28 01:49:11.696518,Matthew Ramirez,20:57:12,"West Stephen, Illinois, Bolivia - 41213",FURN-CHR-0001,3,Debit Card
2025-04-26 00:04:12.697610,Michael Jones,08:10:17,"North Mitchell, New York, American Samoa - 23821",AUTO-FIL-0002,1,Debit Card
2025-04-19 17:35:00.615391,April Warren,12:06:23,"Rojasburgh, Kansas, Mauritania - 81236",APPR-SHS-0009,4,Debit Card
2025-05-01 10:43:51.904063,Courtney Wallace MD,21:12:59,"Lake Phillip, Kentucky, Rwanda - 91418",AUTO-TIR-0002,2,Credit Card
2025-04-08 12:30:17.459274,Nicole Jackson,04:17:21,"Williamsonton, North Carolina, Costa Rica - 80153",ELEC-TAB-0002,4,Credit Card
2025-04-20 08:38:56.938767,Samuel Phillips,22:11:27,"Michaelville, Nevada, Kiribati - 11354",ELEC-CAM-0002,4,Debit Card
2025-04-06 08:26:11.687303,Barbara Young,08:31:33,"Popemouth, Oklahoma, Norway - 60982",GROC-BEV-0002,3,Debit Card
2025-04-30 01:32:27.468246,Elizabeth Cooper,11:36:16,"Smithchester, Delaware, Puerto Rico - 55762",APPR-JKT-0005,2,Debit Card
2025-04-26 07:06:13.504473,Paula Hayes,21:14:53,"Phillipchester, Arkansas, Colombia - 09990",FURN-DSK-0004,1,Paypal
2025-04-28 15:48:14.473881,Seth Johnson,04:22:36,"Martinezburgh, Delaware, Montenegro - 92511",GROC-FRT-0006,2,Paypal
2025-04-19 14:03:37.972452,Jacob Hood,02:57:02,"Boyleport, Arkansas, Slovakia (Slovak Republic) - 35999",GROC-VEG-0001,1,Debit Card
2025-04-08 19:23:57.459386,Jamie Schmidt,10:46:59,"New Samuel, Alaska, Jamaica - 99364",GROC-BEV-0002,5,Credit Card
2025-04-14 23:26:36.856539,John Perez,02:07:58,"West Gary, Rhode Island, Cayman Islands - 79448",FURN-BED-0006,2,Credit Card
2025-04-26 01:34:59.372454,Tamara Jones,03:33:54,"Donaldsonton, Arkansas, Liberia - 03141",ELEC-SM-0003,4,Credit Card
2025-04-29 14:39:51.653261,Catherine Jones,22:00:20,"Markton, Michigan, Czech Republic - 04674",ELEC-SM-0009,5,Debit Card
2025-04-22 18:36:34.065165,Mark Owens,02:46:04,"Shannonchester, Texas, Guadeloupe - 83434",GROC-BEV-0002,2,Paypal
2025-04-29 21:40:59.994613,Joel Smith,11:42:47,"Kimberg, Virginia, San Marino - 28576",GROC-VEG-0001,2,Debit Card
2025-04-08 21:08:54.619469,Jessica Larsen,05:20:26,"Lake Meghan, Utah, Fiji - 39999",ELEC-SM-0006,2,Debit Card
2025-04-06 16:56:26.555046,Lauren Collins,20:14:54,"Cherylborough, New Jersey, Myanmar - 68441",GROC-BEV-0010,1,Paypal
2025-04-21 16:33:42.843749,Katherine Jenkins,10:51:38,"East Zachary, Louisiana, Nigeria - 24279",APPR-SHS-0010,1,Debit Card
2025-04-30 12:17:51.228298,Thomas Hunt,10:23:37,"South Emilyton, West Virginia, Saint Vincent and the Grenadines - 09032",FURN-CAB-0003,3,Paypal
2025-04-03 17:04:07.250459,Dustin Smith,06:27:29,"Anthonyfort, Michigan, Guyana - 56210",ELEC-SM-0009,4,Debit Card
2025-04-18 03:46:13.569705,Dr. Holly Huff PhD,10:26:00,"Lindachester, Oregon, Georgia - 06361",GROC-SNK-0003,1,Debit Card
2025-04-22 15:29:16.343652,Christopher Alvarez,08:00:37,"Anthonyville, New Hampshire, Rwanda - 51947",APPR-SHT-0002,2,Paypal
2025-04-07 06:44:53.016052,Robert Lee,03:19:11,"Booneport, Maine, Philippines - 87601",AUTO-TIR-0002,5,Credit Card
2025-04-12 19:09:10.534896,Parker Combs,18:14:57,"Heathershire, Tennessee, Azerbaijan - 08095",GROC-VEG-0009,3,Credit Card
2025-04-20 20:00:57.562856,Rodney Martin,19:19:10,"Port Jordan, North Carolina, Algeria - 30969",AUTO-TIR-0002,1,Paypal
2025-04-28 09:13:44.073852,Kyle Sanchez,18:09:55,"North Danielchester, Maine, French Southern Territories - 27216",AUTO-BAT-0004,3,Credit Card
2025-04-05 15:55:31.352519,Ronald Haynes,18:16:27,"Lake Steven, Hawaii, Liberia - 35555",FURN-BED-0002,1,Paypal
2025-04-20 16:53:27.753607,Jason Henry,23:04:53,"Stevenstad, Maine, Liberia - 69802",ELEC-TAB-0003,3,Paypal
2025-04-24 06:26:33.936229,Phillip Adams,03:09:45,"Lake Rachelland, Arkansas, Russian Federation - 37781",AUTO-OIL-0005,4,Paypal
2025-04-26 11:15:56.736650,Catherine Tate,10:37:47,"Johnsontown, Nebraska, Gabon - 80211",APPR-JKT-0002,4,Debit Card
2025-04-11 23:44:53.027616,Sandy Rios,03:42:19,"West Anthony, Alaska, Cameroon - 84427",AUTO-OIL-0003,5,Debit Card
2025-04-09 12:26:46.108364,John Hill,18:24:53,"Nguyenborough, Arizona, Nicaragua - 58958",GROC-SNK-0008,2,Debit Card
2025-04-27 11:45:51.825031,Tamara Jackson,18:53:41,"Campbellville, West Virginia, Peru - 69762",FURN-CAB-0004,3,Paypal
2025-04-11 15:48:29.855959,Kevin Young,15:14:09,"Jeffreyfort, Vermont, Pakistan - 77949",APPR-JKT-0005,5,Credit Card
2025-04-06 06:39:07.482394,Grace Anderson,19:02:59,"West Michaelside, South Dakota, New Caledonia - 96968",ELEC-SM-0006,5,Paypal
2025-04-15 10:51:28.238696,Kelly Nelson,17:38:59,"Jeffchester, Texas, Guatemala - 31361",ELEC-TAB-0002,2,Paypal
2025-04-28 21:25:12.557099,Emma Cruz,13:18:31,"West William, New York, Uzbekistan - 72713",AUTO-FIL-0001,1,Paypal
2025-04-07 22:33:58.976885,Ronald Young,08:09:38,"Martinezborough, Colorado, Chad - 27636",FURN-BED-0002,2,Debit Card
2025-04-14 19:34:31.755674,Elizabeth Garza,06:36:00,"Gillespiestad, Indiana, Malta - 33676",GROC-BEV-0008,4,Credit Card
2025-04-25 21:04:03.780592,Anthony Dunn,09:48:07,"East Stephen, Oklahoma, French Guiana - 82779",FURN-DSK-0004,5,Paypal
2025-04-21 14:29:21.269659,Jasmine Long,11:35:40,"Garciaport, Kentucky, United States Virgin Islands - 13866",ELEC-SM-0007,1,Debit Card
2025-04-28 15:42:38.029022,Michelle Henderson,02:32:35,"Jameshaven, Maryland, Sweden - 13562",APPR-SHT-0002,5,Credit Card
2025-04-30 08:21:29.572920,Steven Johnson,14:28:20,"Stevenstad, Colorado, South Africa - 57813",APPR-JNS-0004,4,Credit Card
2025-04-28 03:26:51.577076,Caitlin Cruz,02:24:24,"Port Kelly, Colorado, Portugal - 32105",ELEC-SM-0005,5,Paypal
2025-04-03 20:53:06.224008,Brittany Rodriguez,10:58:47,"East Christine, Tennessee, Chile - 21060",ELEC-LAP-0001,1,Credit Card
2025-04-12 07:59:10.898673,Mary Farmer,14:16:54,"Ericshire, Florida, Papua New Guinea - 07351",GROC-VEG-0001,4,Paypal
2025-04-29 13:13:17.990057,Teresa Martinez,21:01:47,"South Rachelport, Arizona, Guadeloupe - 45002",APPR-JKT-0002,2,Paypal
2025-04-20 07:47:52.435827,Robin Martinez,19:24:58,"Whitemouth, North Carolina, Cambodia - 92024",FURN-BED-0001,5,Paypal
2025-04-10 12:53:43.126679,Karen George,09:03:39,"Port Mollymouth, Nebraska, Namibia - 80320",APPR-SHT-0009,2,Paypal
2025-04-26 10:24:17.347527,Anthony Woods,16:53:27,"North Tiffanytown, Colorado, Guatemala - 33101",AUTO-OIL-0004,1,Debit Card
2025-04-26 17:15:09.878119,Donald Jenkins,15:18:02,"Hollowayland, West Virginia, Greece - 39823",ELEC-LAP-0003,3,Credit Card
2025-04-05 04:51:14.198663,James Gilbert,05:38:42,"Mollyville, California, Sierra Leone - 75241",ELEC-CAM-0001,5,Debit Card
2025-05-01 07:43:03.308117,Tony Schultz,18:03:22,"Port Troyberg, Wyoming, Sudan - 37851",AUTO-TIR-0003,2,Debit Card
2025-04-05 17:37:50.542273,Amy Osborne,17:50:34,"Amandamouth, Maine, Tokelau - 39822",APPR-JKT-0001,4,Credit Card
2025-04-12 02:36:44.563461,Ryan Aguilar,18:23:04,"Kristinchester, Nevada, British Indian Ocean Territory (Chagos Archipelago) - 24801",GROC-VEG-0003,5,Paypal
2025-04-06 00:39:16.232453,Alexander Shea,06:45:08,"Moralesside, Louisiana, New Caledonia - 21295",APPR-JKT-0008,2,Debit Card
2025-04-20 21:16:14.813537,Joan Walter,13:14:26,"Port Justinhaven, New Mexico, South Africa - 29709",GROC-SNK-0001,2,Credit Card
2025-04-17 01:49:51.239429,Jacob Franklin,21:34:02,"East Paulhaven, Minnesota, Ethiopia - 71444",AUTO-TIR-0005,3,Debit Card
2025-04-18 08:33:10.207556,Danielle Carpenter,03:51:18,"Staceyborough, Delaware, Uruguay - 50274",GROC-SNK-0004,1,Debit Card
2025-04-29 13:31:27.145087,Angel Mcneil,17:50:21,"Smithberg, Kansas, Haiti - 36251",ELEC-LAP-0009,5,Paypal
2025-04-23 22:15:35.747350,James Silva,01:22:04,"Matthewhaven, Alaska, Saint Lucia - 00580",FURN-BED-0005,3,Credit Card
2025-04-20 11:34:32.065267,Matthew Townsend,07:28:49,"West Kayla, Kansas, Svalbard & Jan Mayen Islands - 57251",GROC-SNK-0001,3,Debit Card
2025-04-11 05:23:57.483679,Eileen Lawson,13:46:36,"West Kathleen, North Carolina, Russian Federation - 74017",GROC-FRT-0002,5,Credit Card
2025-04-28 07:36:35.884853,Troy Hood,20:54:11,"Port Walterborough, Kentucky, Mayotte - 49891",ELEC-CAM-0006,5,Debit Card
2025-04-07 00:01:20.620851,Gabriel Dyer,19:11:18,"Thompsonville, Ohio, China - 58137",ELEC-TAB-0001,3,Debit Card
2025-05-02 20:38:57.431756,William Gordon,05:15:56,"East Mariamouth, Washington, Uruguay - 81565",AUTO-FIL-0004,5,Debit Card
2025-04-07 05:47:47.819140,Jesse Bailey,21:15:42,"North Melissa, Montana, Somalia - 39772",AUTO-BAT-0003,1,Debit Card
2025-04-16 14:37:51.641425,Joshua Morris,09:38:20,"New Davidbury, Hawaii, Bangladesh - 90886",APPR-SHS-0006,4,Debit Card
2025-04-13 15:39:45.488545,Danny Robertson,12:42:07,"Hendersonbury, Missouri, Libyan Arab Jamahiriya - 40660",AUTO-OIL-0003,4,Credit Card
2025-04-28 12:28:15.659840,Wanda Gonzales,08:38:35,"North Anthonybury, Vermont, Samoa - 62595",APPR-SHS-0006,5,Paypal
2025-04-08 18:00:47.258585,Michael Weeks,13:32:44,"South Raymond, New Hampshire, Peru - 84699",GROC-VEG-0003,1,Debit Card
2025-05-03 07:28:29.752621,James Dodson,06:47:05,"Gilbertchester, Indiana, Burundi - 76396",GROC-SNK-0003,1,Paypal
2025-04-22 18:20:26.341955,Raymond Harrington,11:54:06,"New Shawn, Kansas, United Arab Emirates - 53090",GROC-BEV-0008,2,Credit Card
2025-04-16 18:59:36.314539,Eugene Swanson,21:34:25,"Jessicachester, Alabama, Georgia - 62445",APPR-SHS-0003,3,Paypal
2025-04-07 12:21:11.145394,Andrea Wright,19:48:42,"Stephaniehaven, Illinois, Lesotho - 09470",APPR-JNS-0002,3,Debit Card
2025-05-03 09:11:21.481975,Elizabeth Olson,16:02:23,"Jillmouth, Washington, Isle of Man - 75812",AUTO-TIR-0003,2,Paypal
2025-05-01 19:25:09.896415,Sharon Knight,21:11:16,"Johnsonberg, Pennsylvania, Djibouti - 08996",FURN-CHR-0006,3,Credit Card
2025-04-21 12:30:14.729834,Anthony Jones,08:30:11,"Nelsonfort, Texas, Falkland Islands (Malvinas) - 33001",FURN-BED-0001,1,Paypal
2025-04-15 02:46:45.735273,Timothy Coffey,06:19:34,"Jasonville, Missouri, British Indian Ocean Territory (Chagos Archipelago) - 18429",AUTO-TIR-0006,2,Credit Card
2025-05-01 03:25:01.680558,Erin Frazier,10:53:10,"South Amberchester, Oregon, Azerbaijan - 69049",ELEC-CAM-0001,2,Paypal
2025-04-21 20:18:23.906896,Jessica Mitchell,23:37:27,"North Kaitlynshire, Alabama, Saint Kitts and Nevis - 60687",AUTO-BAT-0006,5,Debit Card
2025-04-29 21:31:07.760699,Veronica Edwards,18:11:16,"East Madison, Montana, New Caledonia - 81432",FURN-CAB-0003,4,Paypal
2025-04-25 16:15:23.942756,Donald Dawson,17:34:14,"Hernandezshire, Alaska, Korea - 87707",ELEC-LAP-0001,5,Paypal
2025-04-24 21:13:30.679498,Andrea Moore,03:00:46,"Annberg, Indiana, Libyan Arab Jamahiriya - 77064",APPR-JKT-0001,1,Paypal
2025-04-13 15:48:35.698606,Brooke Rice,00:05:25,"New Jennifer, Washington, Egypt - 27945",FURN-CAB-0005,3,Paypal
2025-04-08 11:32:28.120602,Christopher Henson,05:53:39,"South Annettemouth, Maryland, Iraq - 14297",GROC-SNK-0008,4,Debit Card
2025-04-19 21:47:38.429237,Nicholas Jones,00:40:43,"Cochranshire, Delaware, Belarus - 45486",ELEC-LAP-0005,5,Credit Card
2025-04-04 07:00:45.996151,Ian Williams,00:20:19,"New Bryanchester, Alaska, Antigua and Barbuda - 60937",FURN-BED-0002,4,Debit Card
2025-04-30 00:57:18.337594,Jeremy Tran,12:02:42,"Wrightmouth, New York, Falkland Islands (Malvinas) - 06923",AUTO-OIL-0001,1,Paypal
2025-04-08 06:09:46.263713,Alan Cardenas,15:02:15,"Port Waynefurt, Florida, Trinidad and Tobago - 69147",GROC-FRT-0001,1,Credit Card
2025-04-15 00:57:21.745633,Mrs. Tiffany Herrera,23:45:21,"West Lindseyland, Vermont, Iraq - 91784",GROC-BEV-0007,2,Paypal
2025-04-09 01:22:21.001438,Danielle Santiago,10:12:01,"Burtonmouth, North Carolina, Papua New Guinea - 01814",GROC-SNK-0004,4,Credit Card
2025-04-07 09:29:40.318346,Ruben Coleman,21:34:34,"New Michelleburgh, Missouri, Christmas Island - 10786",FURN-CHR-0006,3,Paypal
2025-04-23 00:04:45.313479,Robert Macdonald,23:07:24,"Kimberlymouth, Indiana, Taiwan - 88028",APPR-SHS-0001,4,Credit Card
2025-04-17 21:50:49.677240,Karen Cooper,19:37:12,"West Angelahaven, North Carolina, Brazil - 29046",AUTO-TIR-0002,5,Debit Card
2025-04-17 04:34:06.486878,Jasmine Burns,20:27:04,"South Brittanystad, Alaska, Peru - 58085",APPR-SHS-0002,2,Debit Card
2025-05-03 14:07:19.155021,Joshua Greene,04:30:20,"Banksland, Delaware, Bhutan - 70032",AUTO-BAT-0005,2,Paypal
2025-04-13 00:39:35.299134,Christina Wise,15:41:53,"Fowlertown, Kansas, Comoros - 53044",GROC-SNK-0006,1,Paypal
2025-04-06 09:14:38.077194,Allen Adkins,19:46:50,"Port Desireeport, Montana, Saudi Arabia - 24653",GROC-VEG-0001,5,Credit Card
2025-04-12 21:23:13.338344,Marie Schultz DDS,12:02:38,"Derekview, North Carolina, Georgia - 30157",AUTO-BAT-0006,5,Debit Card
2025-04-21 18:42:48.110218,Amy Petty,07:16:07,"New Williammouth, Idaho, United States Virgin Islands - 35601",AUTO-TIR-0007,2,Credit Card
2025-04-18 18:16:14.465416,Jose Johnson,14:20:43,"Birdhaven, Hawaii, Saudi Arabia - 66453",FURN-CHR-0002,5,Debit Card
2025-05-03 12:48:00.343628,Michael Flowers,10:38:27,"New Josephton, North Carolina, Swaziland - 93445",AUTO-FIL-0003,1,Debit Card
2025-04-16 00:36:03.799501,Nicole Miller,11:22:19,"Lake Williamstad, South Dakota, Brunei Darussalam - 18236",GROC-SNK-0006,2,Credit Card
2025-04-11 00:39:35.115965,Maurice Medina,03:12:22,"North Cynthiastad, Ohio, French Polynesia - 07775",FURN-CHR-0004,3,Paypal
2025-04-17 19:29:18.858534,Scott Wade,09:32:44,"East Sandrahaven, New Hampshire, Syrian Arab Republic - 64621",APPR-JNS-0004,4,Paypal
2025-04-16 15:06:26.975477,Jessica Clark,17:14:37,"Laurahaven, South Carolina, Anguilla - 78760",FURN-CHR-0007,2,Paypal
2025-04-29 20:18:10.768708,Melanie Morgan,08:58:42,"Andersonside, New Mexico, Tanzania - 78651",APPR-JNS-0001,2,Debit Card
2025-04-29 07:47:32.280086,Katherine Nicholson,23:29:18,"Port Saramouth, Louisiana, French Guiana - 43572",AUTO-OIL-0004,5,Debit Card
2025-04-13 21:45:22.550184,Daniel Cowan,09:16:37,"West Kenneth, Tennessee, Kazakhstan - 22448",ELEC-SM-0003,4,Debit Card
2025-04-06 18:49:49.208465,Timothy Simon,17:38:16,"Bryantfort, Oklahoma, China - 76352",ELEC-TAB-0005,3,Paypal
2025-05-02 23:14:06.383150,Scott Lee,17:53:03,"Blanchardtown, Maryland, Dominican Republic - 74306",ELEC-SM-0001,2,Debit Card
2025-04-30 20:10:08.445241,Ryan Watson,18:45:13,"North Davidborough, Ohio, Saint Kitts and Nevis - 12999",ELEC-CAM-0001,2,Debit Card
2025-04-29 05:33:34.843234,Theodore Perez,08:07:33,"Simpsonstad, West Virginia, Comoros - 04728",GROC-SNK-0003,5,Debit Card
2025-04-21 19:06:17.153335,Brittany Lewis,02:45:11,"Sarashire, New Mexico, Rwanda - 06656",APPR-SHT-0010,4,Paypal
2025-04-21 18:49:37.712307,Greg Houston,17:17:04,"Edwardsport, Kansas, Sierra Leone - 25195",AUTO-BAT-0005,2,Debit Card
2025-04-15 14:39:57.879728,Olivia Reyes,23:16:14,"Flowersburgh, Nebraska, Lao People's Democratic Republic - 65862",AUTO-FIL-0006,2,Debit Card
2025-04-26 15:24:59.572217,William Singleton,06:53:10,"Kimberlyshire, Idaho, Poland - 84391",AUTO-TIR-0006,2,Paypal
2025-04-14 16:40:21.364445,George Schroeder,03:53:12,"South Aprilville, Rhode Island, Gambia - 75339",FURN-DSK-0001,3,Debit Card
2025-04-18 17:48:51.536792,Lori Johnson,13:16:51,"Butlerbury, New Jersey, Tanzania - 40965",AUTO-FIL-0003,5,Debit Card
2025-04-09 18:04:41.761455,Trevor Smith,15:28:55,"Thompsonport, Wyoming, Malta - 99416",GROC-BEV-0005,5,Credit Card
2025-04-05 00:46:24.677648,Amy Flores,22:38:19,"Port Karenville, Illinois, Mongolia - 47872",GROC-VEG-0001,4,Paypal
2025-04-09 07:43:17.170084,David Schroeder,03:11:39,"Gonzalezborough, Arkansas, Angola - 52439",GROC-SNK-0005,3,Credit Card
2025-04-07 18:05:35.137294,Kelly Kennedy,22:45:58,"North Kimberlyside, Georgia, Isle of Man - 51280",APPR-SHT-0010,3,Credit Card
2025-04-20 07:05:24.814987,Jaclyn Fischer,18:15:49,"Brownberg, Colorado, Cocos (Keeling) Islands - 80234",APPR-JNS-0005,5,Paypal
2025-04-24 14:39:54.858307,Candace Alexander,21:41:09,"North Jamiehaven, Indiana, Brazil - 91943",GROC-SNK-0002,1,Debit Card
