product_id,product_category,product_subcategory,price,listprice,discountprice,supplier,product_availability,eta,order_placement,customer_name,time_of_order,location,quantity,payment_method,carrier,tracking_number,shipment_date,estimated_delivery,actual_delivery,status
ELEC-SM-0001,Electronics,Smartphones,$951.96,"$1,359.95",$951.96,"Supplier_7, Supplier_4",Limited,2025-05-12,,,,,,,,,,,,
ELEC-TAB-0003,Electronics,Tablets,$150.09,$202.83,$150.09,Supplier_1,Out of Stock,2025-05-05,,,,,,,,,,,,
APPR-JKT-0001,Apparel,Jackets,$362.56,$385.70,$362.56,"Supplier_6, Supplier_3",Limited,2025-05-05,,,,,,,,,,,,
FURN-BED-0001,Furniture,Beds,"$1,077.54","$1,197.27","$1,077.54",Supplier_8,Out of Stock,2025-05-05,,,,,,,,,,,,
APPR-JKT-0002,Apparel,Jackets,$332.09,$338.87,$332.09,"Supplier_5, Supplier_10",Out of Stock,2025-05-17,,,,,,,,,,,,
ELEC-LAP-0004,,,,,,,,,2025-04-26 18:30:18.397769,Holly Garza,21:16:27,"North Josephmouth, Texas, Mayotte - 14361",1.0,Debit Card,,,,,,
GROC-BEV-0007,,,,,,,,,2025-04-25 04:39:59.312418,Christina Daniel,13:18:15,"South Mariamouth, California, Tajikistan - 70122",5.0,Paypal,,,,,,
ELEC-LAP-0002,,,,,,,,,2025-04-11 09:54:17.196556,Jennifer Ray,13:54:45,"Lake Mary, Nevada, Azerbaijan - 56926",1.0,Credit Card,,,,,,
FURN-CHR-0002,,,,,,,,,2025-04-16 12:44:17.713403,Jeff Hernandez,08:51:55,"Derekburgh, Maryland, Afghanistan - 01237",5.0,Paypal,,,,,,
ELEC-CAM-0006,,,,,,,,,2025-04-14 16:01:20.812293,Jared Sanchez,13:56:13,"West Dawnton, Minnesota, Montenegro - 86077",1.0,Debit Card,,,,,,
GROC-VEG-0008,,,,,,,,,2025-04-04 23:51:10.103614,Terry Parker,06:22:04,"South Lori, Oregon, Micronesia - 95699",5.0,Credit Card,,,,,,
GROC-BEV-0009,,,,,,,,,2025-04-30 23:59:22.511366,Charles Matthews,10:32:12,"Port Nicole, Alabama, Lesotho - 62086",5.0,Credit Card,,,,,,
FURN-BED-0007,,,,,,,,,2025-04-04 05:35:12.961686,Kimberly Thompson,04:13:16,"West Bryan, Nevada, Gambia - 35832",3.0,Paypal,,,,,,
ELEC-CAM-0002,,,,,,,,,2025-04-10 20:49:12.722753,Emily Perez,22:27:03,"Caitlinland, Florida, Dominica - 92918",3.0,Debit Card,,,,,,
APPR-SHT-0001,,,,,,,,,2025-04-07 15:00:08.555845,Joel Johnston,20:03:57,"Port Cynthia, Oregon, Cook Islands - 20218",4.0,Paypal,,,,,,
FURN-CAB-0004,,,,,,,,,2025-04-23 19:19:34.572519,Aaron Sanchez,05:29:38,"North Kellytown, New York, Maldives - 10489",2.0,Paypal,,,,,,
APPR-SHS-0005,,,,,,,,,2025-04-21 19:25:43.491810,Dr. Gregory Ruiz,10:02:25,"Davieston, Missouri, American Samoa - 50577",3.0,Debit Card,,,,,,
AUTO-FIL-0005,,,,,,,,,2025-04-04 01:13:25.389631,Lisa Cooper,13:18:48,"Port Steven, Arkansas, French Southern Territories - 44688",3.0,Debit Card,,,,,,
APPR-SHT-0010,,,,,,,,,2025-04-03 21:08:00.631616,Bobby Fuentes,22:02:00,"Jamesbury, New Jersey, Comoros - 52959",1.0,Debit Card,,,,,,
APPR-SHT-0009,,,,,,,,,2025-05-02 01:17:02.535310,John Chapman,11:17:35,"South Travisstad, New York, Bahrain - 49068",2.0,Debit Card,,,,,,
GROC-VEG-0001,,,,,,,,,2025-04-16 19:17:28.293935,Joshua Castro,20:03:06,"South Eric, California, American Samoa - 97578",2.0,Paypal,,,,,,
AUTO-BAT-0005,,,,,,,,,2025-04-19 13:25:34.853595,Benjamin Tapia,20:17:48,"South Robertton, North Carolina, Mauritania - 70747",3.0,Paypal,,,,,,
GROC-BEV-0009,,,,,,,,,2025-04-28 14:35:15.989050,Joshua Williams,00:26:16,"Jimmyview, Georgia, French Guiana - 17765",1.0,Credit Card,,,,,,
AUTO-BAT-0005,,,,,,,,,2025-04-10 05:18:55.001052,Cassandra Barber,03:46:56,"Keithfurt, Tennessee, Tuvalu - 87808",5.0,Debit Card,,,,,,
APPR-JKT-0001,,,,,,,,,2025-04-21 20:40:21.720615,Amber Gregory,05:13:44,"New Sandrafort, Utah, Guadeloupe - 09475",3.0,Credit Card,,,,,,
AUTO-OIL-0002,,,,,,,,,2025-04-30 11:05:44.104498,Whitney Ray,01:39:47,"Watkinsshire, Florida, American Samoa - 87413",2.0,Paypal,,,,,,
GROC-BEV-0004,,,,,,,,,2025-04-19 04:22:32.499102,David Williams,08:02:59,"Hernandezland, South Dakota, Palau - 14821",1.0,Debit Card,,,,,,
FURN-CAB-0003,,,,,,,,,2025-05-03 09:07:40.775762,Ashley Jenkins,22:23:50,"South Robertburgh, Iowa, Fiji - 65293",1.0,Credit Card,,,,,,
ELEC-SM-0003,,,,,,,,,2025-04-05 06:10:10.905060,Sarah Camacho,01:21:13,"Rachelhaven, Texas, Taiwan - 30133",2.0,Credit Card,,,,,,
ELEC-TAB-0001,,,,,,,,,2025-04-26 22:05:16.802866,Danielle Chapman,07:24:39,"Williamston, Pennsylvania, Italy - 66934",4.0,Credit Card,,,,,,
ELEC-LAP-0003,,,,,,,,,2025-04-08 03:29:45.498580,Kathleen Nelson,20:40:09,"South Joshua, Utah, Vanuatu - 52121",4.0,Debit Card,,,,,,
GROC-BEV-0005,,,,,,,,,2025-04-04 14:34:39.007061,Felicia Nelson,22:05:31,"Port Laurastad, California, Cocos (Keeling) Islands - 26126",3.0,Credit Card,,,,,,
AUTO-FIL-0003,,,,,,,,,2025-04-07 17:10:07.042459,Brandon Castro,10:53:45,"Hatfieldview, Illinois, Greece - 80112",2.0,Paypal,,,,,,
GROC-SNK-0003,,,,,,,,,2025-04-20 06:20:02.295870,Mary Ramos,02:58:56,"Alvaradochester, Delaware, Holy See (Vatican City State) - 11625",1.0,Paypal,,,,,,
FURN-CHR-0007,,,,,,,,,2025-05-02 18:13:53.149098,Michael Martin,11:36:44,"North Tammy, Washington, Belize - 50274",1.0,Credit Card,,,,,,
ELEC-CAM-0004,,,,,,,,,2025-04-22 20:53:50.142863,Mary Smith,00:43:53,"North Sean, Oregon, Djibouti - 23806",3.0,Credit Card,,,,,,
APPR-SHS-0003,,,,,,,,,2025-04-30 16:09:02.375671,Keith Rasmussen,16:12:05,"Carterview, New York, Sudan - 06664",5.0,Debit Card,,,,,,
GROC-VEG-0003,,,,,,,,,2025-04-25 13:09:39.074006,Craig Montoya,19:34:33,"Anatown, Georgia, Palau - 58475",1.0,Debit Card,,,,,,
ELEC-LAP-0001,,,,,,,,,2025-04-07 08:36:52.671843,Kelly Weaver,09:14:18,"North Luis, Tennessee, Samoa - 56601",3.0,Debit Card,,,,,,
APPR-JKT-0003,,,,,,,,,2025-05-02 05:01:13.480264,Edward Weber,17:58:32,"Lemouth, Connecticut, Ireland - 67697",2.0,Credit Card,,,,,,
FURN-BED-0003,,,,,,,,,2025-04-29 10:22:02.278278,Travis Olson,21:41:07,"Ramseyshire, Colorado, Poland - 71488",3.0,Credit Card,,,,,,
AUTO-FIL-0008,,,,,,,,,2025-04-09 06:27:28.712419,Tammy Hampton,15:51:24,"Estesmouth, Iowa, Kiribati - 91018",4.0,Credit Card,,,,,,
ELEC-CAM-0008,,,,,,,,,2025-04-04 08:51:09.858814,Justin Hawkins,06:45:49,"Port Brianna, Rhode Island, Martinique - 78384",4.0,Credit Card,,,,,,
ELEC-CAM-0003,,,,,,,,,2025-04-29 23:49:45.233637,Anthony Fox,05:45:26,"Lake Cesar, Rhode Island, Saint Martin - 86058",5.0,Debit Card,,,,,,
GROC-FRT-0001,,,,,,,,,2025-04-25 20:21:01.910768,Nicholas Taylor,07:04:17,"Natashastad, New York, Malawi - 49794",1.0,Paypal,,,,,,
FURN-BED-0003,,,,,,,,,2025-04-26 22:36:36.247875,Sarah Gray,04:07:46,"Lake Anthony, Maryland, Puerto Rico - 50757",2.0,Credit Card,,,,,,
GROC-FRT-0004,,,,,,,,,2025-04-17 08:54:05.613599,Donald Patel,23:59:07,"Tuckerburgh, North Dakota, Papua New Guinea - 03675",5.0,Credit Card,,,,,,
AUTO-FIL-0004,,,,,,,,,2025-05-02 22:52:11.280333,Christopher Little,02:51:47,"South Russell, California, Luxembourg - 70123",2.0,Paypal,,,,,,
ELEC-TAB-0002,,,,,,,,,2025-04-05 02:51:35.823012,Lawrence Bailey,02:54:49,"Jessicamouth, North Dakota, Estonia - 03248",3.0,Debit Card,,,,,,
AUTO-FIL-0008,,,,,,,,,2025-04-06 02:34:15.632084,Lucas Henderson,15:09:49,"Troyfort, Florida, Norfolk Island - 66273",4.0,Credit Card,,,,,,
FURN-CAB-0005,,,,,,,,,2025-04-12 15:43:18.836532,Theresa Zimmerman,06:06:51,"Lake Michael, New York, Norway - 85141",4.0,Debit Card,,,,,,
FURN-CHR-0009,,,,,,,,,2025-04-18 00:40:28.178604,Kristen Pierce,06:24:02,"South Deborah, Tennessee, Libyan Arab Jamahiriya - 84252",5.0,Credit Card,,,,,,
APPR-JNS-0002,,,,,,,,,2025-04-28 01:23:14.574011,Rachael Foster,09:14:20,"New Jasonshire, Wyoming, Equatorial Guinea - 29353",4.0,Paypal,,,,,,
FURN-BED-0001,,,,,,,,,2025-04-04 10:23:33.646919,Carrie Freeman,18:17:29,"West Brittney, Virginia, Azerbaijan - 94842",3.0,Credit Card,,,,,,
APPR-SHT-0009,,,,,,,,,2025-04-11 05:47:27.987276,Alexis Avila,13:37:39,"Port Alexandriamouth, Nevada, Comoros - 33103",5.0,Credit Card,,,,,,
GROC-FRT-0004,,,,,,,,,2025-04-18 07:49:30.498482,Erica Cole,03:36:55,"East Christianchester, Vermont, Sudan - 21399",3.0,Paypal,,,,,,
FURN-CHR-0002,,,,,,,,,2025-04-30 13:06:50.800096,Nicholas Jackson,22:18:18,"Alyssaville, New Hampshire, Qatar - 43486",3.0,Paypal,,,,,,
FURN-BED-0004,,,,,,,,,2025-04-06 20:28:43.636363,Paige Li,13:53:22,"East Ryanmouth, Utah, Germany - 56507",5.0,Credit Card,,,,,,
GROC-FRT-0001,,,,,,,,,2025-04-22 04:05:11.122287,Troy Rodriguez,18:10:36,"Lake Billyside, West Virginia, Peru - 48545",2.0,Credit Card,,,,,,
APPR-SHS-0002,,,,,,,,,2025-04-28 20:16:26.673239,Perry Long,16:55:41,"Williamsland, Tennessee, Norfolk Island - 04273",1.0,Paypal,,,,,,
ELEC-CAM-0003,,,,,,,,,2025-04-08 16:19:44.023175,Linda Gill,02:30:17,"North Brandon, Indiana, Singapore - 52061",4.0,Debit Card,,,,,,
AUTO-FIL-0006,,,,,,,,,2025-04-11 19:44:22.137605,Caroline Graham,18:52:47,"New Dominiquemouth, Michigan, Saint Kitts and Nevis - 14393",4.0,Paypal,,,,,,
APPR-SHS-0008,,,,,,,,,2025-04-24 07:08:36.385033,Kevin Andrews,07:27:23,"Curryport, Wyoming, Philippines - 86170",2.0,Credit Card,,,,,,
APPR-SHT-0005,,,,,,,,,2025-04-17 00:54:04.785872,Vicki Lang,00:24:49,"Ryanside, Oklahoma, Denmark - 33674",2.0,Paypal,,,,,,
APPR-SHS-0007,,,,,,,,,2025-05-03 05:28:13.051411,Tina Bell,10:36:45,"North Nicholaston, Tennessee, Iraq - 59662",1.0,Debit Card,,,,,,
AUTO-FIL-0009,,,,,,,,,2025-05-01 08:03:50.359177,Brett Campos,19:52:05,"Walkerborough, Delaware, Estonia - 39795",2.0,Paypal,,,,,,
APPR-JNS-0001,,,,,,,,,2025-04-27 15:59:45.163734,Ryan Robinson,02:53:38,"Walkerberg, Washington, Niger - 44271",1.0,Paypal,,,,,,
AUTO-FIL-0003,,,,,,,,,2025-04-07 00:03:45.542616,Jonathan Hill,23:27:13,"Christopherfort, Wisconsin, Cape Verde - 83781",3.0,Credit Card,,,,,,
APPR-SHS-0001,,,,,,,,,2025-04-22 07:48:39.600993,Sarah Lee DDS,09:46:37,"West Jerryview, Texas, Cambodia - 23873",4.0,Paypal,,,,,,
ELEC-CAM-0004,,,,,,,,,2025-04-13 11:49:44.144876,Jane Vargas,17:55:43,"Lake Joseph, Virginia, Marshall Islands - 26536",4.0,Credit Card,,,,,,
FURN-CHR-0006,,,,,,,,,2025-04-19 01:14:38.032665,Christopher Fisher,10:33:13,"Lake Kristine, Virginia, Korea - 25316",2.0,Debit Card,,,,,,
ELEC-LAP-0003,,,,,,,,,2025-04-04 08:25:14.137678,Mary Simon,09:25:36,"East George, Utah, Taiwan - 54534",5.0,Paypal,,,,,,
GROC-FRT-0006,,,,,,,,,2025-04-08 05:36:09.933578,Kimberly Morris,00:59:18,"New Jeremyside, Georgia, Pakistan - 36785",2.0,Credit Card,,,,,,
FURN-BED-0004,,,,,,,,,2025-04-28 05:44:12.233387,Jonathan Rogers,04:51:37,"West Billy, Kentucky, Nepal - 10041",2.0,Paypal,,,,,,
APPR-JNS-0002,,,,,,,,,2025-04-29 07:20:27.912981,Christopher Moore II,02:56:13,"North Brandonmouth, Montana, Cambodia - 72884",3.0,Credit Card,,,,,,
AUTO-FIL-0008,,,,,,,,,2025-04-26 11:26:41.979893,David Armstrong,07:34:24,"New Manuel, Mississippi, Myanmar - 64230",1.0,Credit Card,,,,,,
APPR-SHS-0003,,,,,,,,,2025-04-27 10:58:44.941096,Katherine Reynolds,20:21:54,"East Michellefort, New Hampshire, Peru - 23834",4.0,Paypal,,,,,,
AUTO-FIL-0002,,,,,,,,,2025-04-25 05:36:42.536989,Matthew Hoffman,17:38:50,"South Michele, Michigan, Gabon - 24623",3.0,Credit Card,,,,,,
APPR-JKT-0002,,,,,,,,,2025-05-02 15:57:01.501974,Katherine Fields,06:55:47,"Miguelstad, Ohio, Myanmar - 27680",1.0,Debit Card,,,,,,
ELEC-CAM-0008,,,,,,,,,2025-04-25 00:04:59.110414,Stephanie Perez,05:01:43,"East Michaelburgh, North Dakota, Kuwait - 48049",3.0,Paypal,,,,,,
AUTO-TIR-0004,,,,,,,,,2025-04-24 10:59:32.423071,Thomas Johnson,16:27:03,"Thomastown, Tennessee, Australia - 10058",5.0,Paypal,,,,,,
APPR-JNS-0001,,,,,,,,,2025-04-16 08:45:21.603468,Jeffrey Odonnell,18:46:53,"Smithburgh, Michigan, Pakistan - 31845",1.0,Credit Card,,,,,,
ELEC-SM-0007,,,,,,,,,2025-04-14 17:49:47.882919,Caroline Singleton,18:07:15,"North Corey, Michigan, Chile - 77106",3.0,Debit Card,,,,,,
GROC-BEV-0006,,,,,,,,,2025-04-11 17:45:59.426647,Nicholas Raymond,23:08:47,"West Kimberlyville, Kansas, United Kingdom - 46920",3.0,Credit Card,,,,,,
GROC-VEG-0008,,,,,,,,,2025-04-21 10:57:19.669094,Lauren Roy,18:54:50,"Maryport, New Hampshire, Singapore - 53962",1.0,Debit Card,,,,,,
APPR-JKT-0001,,,,,,,,,2025-04-10 17:06:57.036800,Caitlin Davis,01:40:13,"Websterside, Illinois, Grenada - 70194",2.0,Credit Card,,,,,,
ELEC-LAP-0007,,,,,,,,,2025-04-20 10:07:12.701336,Madison Klein,01:08:35,"Lake Ronaldfurt, Vermont, Albania - 82573",1.0,Paypal,,,,,,
ELEC-TAB-0002,,,,,,,,,2025-04-11 12:34:25.629047,Dr. Felicia Parker DDS,04:04:55,"Lake James, Alabama, Saint Vincent and the Grenadines - 09753",1.0,Credit Card,,,,,,
ELEC-CAM-0009,,,,,,,,,2025-04-05 11:08:19.717434,James Lynch,02:53:37,"Melissafort, Ohio, Belgium - 80798",2.0,Credit Card,,,,,,
FURN-CAB-0004,,,,,,,,,2025-04-10 12:19:16.980443,Mercedes Lee,04:47:07,"North Ashley, North Dakota, United Arab Emirates - 42195",4.0,Debit Card,,,,,,
ELEC-CAM-0009,,,,,,,,,2025-05-02 12:09:12.375799,John Gibson,20:50:53,"Delgadomouth, Maine, Malta - 34577",1.0,Credit Card,,,,,,
GROC-FRT-0005,,,,,,,,,2025-04-24 08:02:32.809273,Jeffrey Willis,08:43:04,"Elizabethville, New Mexico, Vanuatu - 92896",2.0,Debit Card,,,,,,
AUTO-FIL-0004,,,,,,,,,2025-04-27 05:58:12.391776,Marcus Rojas,20:50:04,"Robinsonside, South Dakota, Ethiopia - 97054",1.0,Credit Card,,,,,,
FURN-CHR-0006,,,,,,,,,2025-04-21 14:54:07.081769,Patrick Young,07:02:56,"East Anthonyview, Pennsylvania, American Samoa - 29994",3.0,Paypal,,,,,,
FURN-CHR-0003,,,,,,,,,2025-04-27 13:49:05.415897,Jeffrey Fleming,19:44:38,"Sheilastad, Louisiana, Australia - 74381",3.0,Credit Card,,,,,,
APPR-SHS-0001,,,,,,,,,2025-04-19 00:20:29.845891,Angela Smith,17:24:11,"Port Pedro, Wyoming, Tonga - 18132",2.0,Paypal,,,,,,
APPR-SHS-0003,,,,,,,,,2025-05-02 06:02:26.882653,Richard Raymond DVM,02:36:32,"Clarkshire, New Jersey, British Virgin Islands - 66069",3.0,Credit Card,,,,,,
FURN-CHR-0003,,,,,,,,,2025-05-02 13:34:33.264467,Glenn Sanchez,12:52:30,"Michaelside, Missouri, Qatar - 73507",3.0,Debit Card,,,,,,
ELEC-SM-0004,,,,,,,,,2025-04-17 10:21:42.498192,Brenda Clark,21:56:42,"Kramerfurt, North Carolina, Sudan - 98305",3.0,Credit Card,,,,,,
APPR-SHT-0011,,,,,,,,,2025-04-20 04:29:41.317422,Stephanie Baker,08:37:21,"Meyerstown, Washington, Gabon - 05108",3.0,Debit Card,,,,,,
ELEC-SM-0009,,,,,,,,,2025-04-23 16:22:16.875643,Michael Porter,09:26:33,"Davidberg, North Carolina, Solomon Islands - 89855",1.0,Credit Card,,,,,,
AUTO-TIR-0003,,,,,,,,,2025-04-18 05:56:21.634702,Kimberly Martin,20:04:03,"New Angela, Oregon, Tuvalu - 50109",3.0,Credit Card,,,,,,
ELEC-CAM-0005,,,,,,,,,2025-04-20 01:30:42.015751,Miss Jennifer Nash,05:37:45,"North Christopher, Illinois, Botswana - 62664",2.0,Credit Card,,,,,,
FURN-DSK-0005,,,,,,,,,2025-04-07 16:02:44.235415,Matthew Strong,15:46:58,"North John, Wyoming, Niue - 61709",3.0,Credit Card,,,,,,
AUTO-OIL-0001,,,,,,,,,2025-04-30 06:08:34.441113,Stacy Medina,15:24:02,"Lake Nicolemouth, Michigan, Greenland - 86504",1.0,Debit Card,,,,,,
APPR-SHS-0008,,,,,,,,,2025-04-07 06:36:58.749855,Rebecca Waters,03:41:57,"North Kathleentown, Colorado, Liechtenstein - 04884",2.0,Credit Card,,,,,,
ELEC-CAM-0001,,,,,,,,,2025-04-09 07:33:02.803419,Diane Collins,13:05:11,"Bowmanview, New Mexico, Anguilla - 17151",2.0,Paypal,,,,,,
FURN-CHR-0004,,,,,,,,,2025-04-15 09:46:10.053318,Troy Burgess,08:49:10,"East James, Oklahoma, Malaysia - 55588",5.0,Paypal,,,,,,
ELEC-CAM-0009,,,,,,,,,2025-04-07 10:40:55.080783,Andrea Morris,00:59:22,"South Jared, Kentucky, Pitcairn Islands - 76461",3.0,Paypal,,,,,,
AUTO-BAT-0001,,,,,,,,,2025-04-15 03:53:56.146509,Edwin Villegas,04:44:01,"South Davidfurt, Alaska, Greece - 81292",3.0,Debit Card,,,,,,
GROC-FRT-0006,,,,,,,,,2025-04-28 18:27:46.853510,Rachel Wise,17:57:56,"East Amy, Oklahoma, Chile - 37045",2.0,Paypal,,,,,,
AUTO-BAT-0002,,,,,,,,,2025-04-11 13:49:51.822106,Hannah Sullivan,11:55:03,"West Anthonybury, Hawaii, Kenya - 20816",5.0,Paypal,,,,,,
APPR-SHS-0006,,,,,,,,,2025-04-29 15:36:15.463525,Kimberly Salazar,11:44:53,"Thomasbury, Iowa, Dominica - 40777",1.0,Debit Card,,,,,,
FURN-BED-0006,,,,,,,,,2025-04-26 20:32:49.225414,Lisa Underwood,08:34:06,"Bergerburgh, Colorado, Saint Martin - 56324",2.0,Debit Card,,,,,,
GROC-BEV-0007,,,,,,,,,2025-04-13 21:12:20.965506,Lisa Dean DDS,11:08:34,"East Markstad, Oklahoma, Ethiopia - 34337",5.0,Credit Card,,,,,,
ELEC-LAP-0007,,,,,,,,,2025-04-25 18:07:44.936069,Robert Taylor,18:39:39,"Jonesport, South Dakota, Kazakhstan - 46551",3.0,Debit Card,,,,,,
ELEC-LAP-0006,,,,,,,,,2025-04-08 09:27:34.704408,Eric White,15:08:55,"Williamborough, Delaware, Sao Tome and Principe - 82532",2.0,Paypal,,,,,,
APPR-SHS-0001,,,,,,,,,2025-04-16 14:44:02.979154,John Lara,16:18:38,"Port Eric, Alaska, Bosnia and Herzegovina - 80758",2.0,Debit Card,,,,,,
ELEC-LAP-0003,,,,,,,,,2025-04-11 15:26:06.872236,Stacey Oneal,12:38:12,"Port Maryport, New Mexico, Iran - 16327",3.0,Credit Card,,,,,,
APPR-SHS-0004,,,,,,,,,2025-04-04 23:42:25.002327,Anthony Medina,01:36:40,"Murilloport, Missouri, Rwanda - 66384",1.0,Paypal,,,,,,
AUTO-TIR-0003,,,,,,,,,2025-04-16 20:12:33.478496,Amy Jackson,09:33:01,"West Dawnfort, New Jersey, United Kingdom - 37329",3.0,Paypal,,,,,,
FURN-CHR-0004,,,,,,,,,2025-04-28 14:40:31.767550,Courtney Schmidt,06:26:21,"Port Elizabethmouth, Wisconsin, Bangladesh - 70249",2.0,Credit Card,,,,,,
FURN-DSK-0006,,,,,,,,,2025-04-22 09:22:35.442883,Shelley Edwards,15:33:12,"Scottfurt, Massachusetts, French Southern Territories - 35668",4.0,Debit Card,,,,,,
GROC-FRT-0005,,,,,,,,,2025-04-22 14:11:43.459936,Sabrina Mcbride,13:59:54,"South Barbara, Pennsylvania, Cambodia - 88521",5.0,Debit Card,,,,,,
AUTO-BAT-0001,,,,,,,,,2025-04-23 02:29:38.821645,Joseph Clark,02:34:47,"East Larryburgh, North Carolina, South Georgia and the South Sandwich Islands - 27128",2.0,Paypal,,,,,,
APPR-JNS-0001,,,,,,,,,2025-04-09 02:55:50.858330,Andre Nunez,08:26:49,"Cassandraburgh, Oklahoma, Nauru - 78045",4.0,Debit Card,,,,,,
APPR-SHS-0010,,,,,,,,,2025-04-26 12:45:24.733502,Allison Andrade,05:11:10,"Martinezshire, Ohio, Turks and Caicos Islands - 54474",4.0,Paypal,,,,,,
GROC-FRT-0002,,,,,,,,,2025-04-19 16:26:14.322995,Elizabeth Figueroa,15:13:22,"Lloydbury, Iowa, Brunei Darussalam - 83260",4.0,Debit Card,,,,,,
GROC-SNK-0001,,,,,,,,,2025-04-17 23:20:03.004296,Melinda Bowman,06:29:44,"Jamesside, Arkansas, Moldova - 23469",1.0,Debit Card,,,,,,
ELEC-LAP-0010,,,,,,,,,2025-04-07 00:42:58.455309,Andrea Watson,22:15:12,"North Connieborough, Connecticut, Heard Island and McDonald Islands - 44778",5.0,Credit Card,,,,,,
APPR-SHT-0002,,,,,,,,,2025-05-02 18:35:15.832475,Elizabeth Williams,17:01:37,"North Isaacbury, California, Timor-Leste - 05895",2.0,Paypal,,,,,,
ELEC-CAM-0001,,,,,,,,,2025-04-28 04:39:22.295362,Sandra Farrell,09:11:47,"New Timothy, North Dakota, United Arab Emirates - 95761",3.0,Debit Card,,,,,,
GROC-SNK-0008,,,,,,,,,2025-04-20 06:02:19.116676,Deanna Knight,09:33:03,"North Sara, West Virginia, Ethiopia - 08485",2.0,Credit Card,,,,,,
APPR-SHS-0005,,,,,,,,,2025-04-08 09:40:29.820643,David Anderson,22:49:02,"Stephenside, Florida, Hong Kong - 41312",3.0,Debit Card,,,,,,
APPR-SHT-0003,,,,,,,,,2025-04-04 10:56:19.150171,Kimberly King,14:40:04,"Port Jenniferfurt, Nebraska, Poland - 48496",3.0,Paypal,,,,,,
APPR-SHT-0005,,,,,,,,,2025-04-13 04:37:26.157021,Frank Young,04:01:28,"North Coreyland, Connecticut, El Salvador - 43737",2.0,Credit Card,,,,,,
AUTO-FIL-0006,,,,,,,,,2025-04-09 06:05:46.411728,Jill Cook,11:17:56,"Diazville, Michigan, Tokelau - 57930",5.0,Paypal,,,,,,
FURN-DSK-0006,,,,,,,,,2025-04-24 22:01:42.378903,William Padilla,16:54:28,"Port Jasonland, Georgia, Norfolk Island - 33762",2.0,Debit Card,,,,,,
GROC-VEG-0001,,,,,,,,,2025-04-27 09:32:24.884905,Andrea Wilson,17:54:05,"Nancymouth, Maryland, Argentina - 70733",3.0,Credit Card,,,,,,
ELEC-SM-0001,,,,,,,,,2025-04-15 17:27:37.205696,Robert Miller,21:55:42,"New Leslie, New Hampshire, Tanzania - 03941",2.0,Debit Card,,,,,,
AUTO-OIL-0006,,,,,,,,,2025-05-01 02:48:09.355052,David Martin,05:14:05,"Diazborough, Alabama, Malawi - 14627",5.0,Debit Card,,,,,,
ELEC-LAP-0002,,,,,,,,,2025-04-22 23:30:26.316046,Dawn Zavala,05:45:07,"South Davidport, Pennsylvania, Cyprus - 18406",3.0,Credit Card,,,,,,
GROC-VEG-0008,,,,,,,,,2025-05-01 04:52:45.587978,Bradley Jones,13:33:19,"Huffmanfurt, Alaska, Cuba - 47808",5.0,Paypal,,,,,,
GROC-BEV-0001,,,,,,,,,2025-04-24 08:00:10.638927,Bradley Roberts,00:05:12,"Michaelstad, Maryland, Argentina - 70876",2.0,Debit Card,,,,,,
FURN-CHR-0005,,,,,,,,,2025-04-18 07:56:12.739789,Jeremiah Brown,00:46:11,"Middletonmouth, Mississippi, Cayman Islands - 23822",4.0,Debit Card,,,,,,
ELEC-LAP-0004,Electronics,Laptops,"$1,077.98",,,Supplier_9,,,2025-04-26 18:30:18.397769,Holly Garza,21:16:27,"North Josephmouth, Texas, Mayotte - 14361",1.0,Debit Card,Perez Ltd,ohT-65103710,2025-04-26,2025-05-02,2025-05-02,Delivered
GROC-BEV-0007,Groceries,Beverages,$413.55,,,"Supplier_10, Supplier_4",,,2025-04-25 04:39:59.312418,Christina Daniel,13:18:15,"South Mariamouth, California, Tajikistan - 70122",5.0,Paypal,Jenkins-Spence,ncp-37245090,2025-04-25,2025-05-02,2025-05-03,Delayed
ELEC-LAP-0002,Electronics,Laptops,"$1,323.25",,,Supplier_7,,,2025-04-11 09:54:17.196556,Jennifer Ray,13:54:45,"Lake Mary, Nevada, Azerbaijan - 56926",1.0,Credit Card,"Bennett, Dawson and Gonzales",AdT-48567892,2025-04-13,2025-04-15,2025-04-15,Delivered
FURN-CHR-0002,Furniture,Chairs,$50.51,,,Supplier_9,,,2025-04-16 12:44:17.713403,Jeff Hernandez,08:51:55,"Derekburgh, Maryland, Afghanistan - 01237",5.0,Paypal,Parks Group,Vxm-08351377,2025-04-17,2025-04-20,,Cancelled
ELEC-CAM-0006,Electronics,Cameras,$626.81,,,Supplier_6,,,2025-04-14 16:01:20.812293,Jared Sanchez,13:56:13,"West Dawnton, Minnesota, Montenegro - 86077",1.0,Debit Card,Walker Inc,oKC-94453999,2025-04-15,2025-04-21,,In Transit
GROC-VEG-0008,Groceries,Vegetables,$689.03,,,Supplier_2,,,2025-04-04 23:51:10.103614,Terry Parker,06:22:04,"South Lori, Oregon, Micronesia - 95699",5.0,Credit Card,House-Richards,koE-23681071,2025-04-04,2025-04-09,2025-04-11,Delayed
GROC-BEV-0009,Groceries,Beverages,$949.25,,,Supplier_7,,,2025-04-30 23:59:22.511366,Charles Matthews,10:32:12,"Port Nicole, Alabama, Lesotho - 62086",5.0,Credit Card,Johnston Ltd,Zxn-98792228,2025-04-30,2025-05-04,2025-05-04,Delivered
